monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
115505.11,78942.48,863808.26,12.92,property,4954886.99,63
45389.63,36452.49,152839.51,6.73,car,1982104.45,129
326655.55,300701.58,1900845.69,11.01,property,3642569.59,35
244738.23,122159.62,2058193.72,3.17,house,3395944.54,11
172547.4,135551.06,2426415.66,9.41,car,1275438.98,0
275450.47,222109.69,71192.07,1.64,house,8577252.91,145
313230.05,222101.37,1745426.91,6.14,car,1490770.86,0
251813.57,111353.46,5319673.66,10.56,property,3060328.93,0
123399.06,116337.63,1129846.85,12.48,car,1679176.34,26
181846.02,82025.94,3097611.64,12.12,house,11739203.69,51
105360.7,43390.71,2522601.38,8.45,property,6988138.01,48
111691.19,96052.1,1325636.24,9.82,house,7192600.59,127
262462.76,228106.48,1765032.06,10.14,house,13713873.33,133
263300.86,144103.98,4214784.22,3.52,house,2621760.36,0
58429.77,48706.76,340403.75,6.93,property,3753252.75,172
120986.58,114741.44,2399195.36,6.83,property,6780590.2,144
162812.49,107680.94,3615387.14,5.36,property,1308482.59,0
338518.15,249016.21,800880.28,1.33,car,1093541.82,4
275591.57,245903.13,2790062.55,5.51,property,798986.92,0
265893.62,163297.78,2940206.79,12.09,car,2368433.4,0
329001.06,239141.33,6140192.27,9.37,car,775286.98,0
88680.32,64587.01,700139.47,4.09,house,12325585.82,269
297041.8,255354.37,1807303.72,11.46,house,6257109.08,58
386923.67,199644.67,7277660.87,4.54,property,7932317.68,4
120006.01,99147.12,603047.51,10.79,property,5362151.83,108
301467.81,241774.62,5650482.78,2.41,house,13064725.85,95
146830.04,105694.38,2607205.81,11.71,car,996375.12,0
136217.36,122391.68,295643.39,5.68,property,4228945.2,170
90753.02,52602.07,576493.05,9.9,house,6049516.84,88
186352.26,105638.98,712092.4,2.36,car,545257.33,0
241101.8,215858.0,4051831.25,7.85,property,4536907.69,10
171229.07,131398.05,816226.83,1.27,property,7360229.78,149
272012.27,234291.05,951599.74,4.76,house,6856215.98,114
370078.16,152537.2,8491739.16,11.4,house,9781170.39,5
388883.2,211669.82,2098334.65,11.57,car,1505571.88,0
273658.1,140734.97,3247727.93,11.67,car,839773.82,0
105816.41,78170.5,548471.23,0.17,car,2422099.06,68
345861.91,221339.16,3643585.17,7.79,property,1941793.32,0
90702.06,59967.01,869905.65,8.06,house,11581702.53,163
288563.45,271004.28,5564145.73,3.69,house,6420946.14,24
371692.22,182435.27,4820423.81,1.08,property,1508696.02,0
346778.99,326580.32,2054834.91,7.54,car,512567.1,0
368642.19,347003.83,6267099.39,7.5,car,2075957.85,0
249554.8,195167.76,4297720.23,9.03,property,6658081.5,25
105106.24,53759.75,2110399.04,6.44,house,8211294.78,79
185750.02,171242.64,763839.05,7.84,property,5377081.78,144
360419.82,229218.31,6109626.42,0.89,house,2383072.25,0
293170.14,202830.4,6665641.54,10.19,property,4983038.87,0
183715.41,148555.79,587992.73,5.55,property,3890837.93,74
224590.37,169520.94,1781629.98,7.98,property,7597008.4,69
74808.57,50403.59,1223248.84,4.4,car,2435954.75,40
40128.95,32210.7,565767.8,10.84,car,1650471.01,63
221313.35,174445.43,3890987.97,3.48,property,6303006.52,40
396044.27,337209.38,280281.05,13.0,property,1396250.72,17
53860.18,49426.85,741981.52,13.29,house,12366338.31,220
164890.47,104646.84,3352944.32,2.56,house,6294618.85,42
288759.92,253369.14,3462914.02,2.58,house,4208198.47,18
153456.26,113302.15,300412.36,6.32,car,1452508.0,26
27752.29,19806.69,654072.7,0.83,house,2789119.36,235
20656.98,19439.82,6236.0,4.58,house,1873323.04,502
363955.12,250407.97,7506431.26,13.38,car,1700259.87,0
209316.52,140478.26,4901896.6,1.36,property,7344609.72,33
247892.96,172134.64,5303541.48,9.89,car,1416123.2,0
329457.36,203296.23,4918792.7,13.09,car,2075850.64,0
138432.83,72657.66,1159692.88,2.53,property,1755389.82,9
57894.2,26972.66,215717.42,8.58,house,14160546.54,198
372870.46,253100.09,3479739.08,6.27,car,1771151.18,0
44876.16,22336.36,152271.68,13.45,house,4042592.5,93
173628.18,98098.68,3819585.99,12.9,property,5807280.76,16
338843.64,138677.93,4227498.36,9.29,house,13810204.86,36
233938.74,180442.46,2928947.62,10.6,property,2006990.66,0
141720.24,87688.37,673595.79,13.22,house,6957214.16,69
163285.44,105201.41,1925093.83,4.5,house,9730453.69,99
136241.08,128798.56,2520157.35,10.79,property,913366.55,0
335877.74,155460.12,718946.28,12.49,property,7252072.59,30
226259.07,166200.74,4014326.75,7.48,car,2426890.04,0
166262.53,93283.15,2145838.74,11.53,property,7052789.03,43
300645.23,199745.89,1286449.77,5.19,property,835405.31,0
101507.4,63375.16,452411.33,3.1,house,2485007.0,49
97371.13,46158.02,1496604.71,0.22,house,4281402.83,54
281968.02,255064.7,32068.46,3.37,house,14789426.53,332
395092.49,334225.85,3525335.46,11.73,car,643043.78,0
247525.62,178975.44,1533779.42,12.91,property,4779048.0,33
348222.48,252710.02,1712220.66,12.3,property,7353021.36,41
175497.29,62500.98,3468759.86,5.28,car,2096794.21,0
205522.27,145936.79,3090415.79,5.54,property,6253449.56,40
68977.53,52678.12,116750.31,1.6,car,2284877.71,122
205643.99,94599.35,1615762.39,13.21,house,14396782.26,68
291708.88,223744.08,1993936.05,4.01,property,2461243.92,7
309175.93,181468.88,6571346.15,2.83,car,1520449.97,0
209227.54,89187.22,4999158.0,6.57,car,545094.58,0
34451.88,20079.87,69130.89,9.71,car,831854.06,43
253821.91,155558.6,869646.92,8.36,car,1758328.88,9
211375.33,197573.48,3898856.24,10.15,car,1551362.97,0
380463.98,211084.65,8678362.63,12.91,house,7737478.26,0
362593.87,139184.16,3307154.96,13.26,property,977370.35,0
89906.0,41950.45,1419821.94,6.14,house,2436668.91,18
113394.93,75649.61,1515463.67,2.01,house,2265627.22,19
280209.87,166992.34,3593010.84,8.66,car,1892974.6,0
142229.38,53059.81,3077341.78,9.58,car,1138669.46,0
233830.43,196002.19,4313865.2,1.67,car,1976787.75,0
33374.18,22605.99,15854.09,11.54,house,14152347.64,272
265020.26,137673.01,3918371.74,6.3,property,2282517.86,0
206413.69,103212.09,4855499.45,8.91,house,13912258.05,54
78192.41,52535.35,675836.03,2.02,property,5982339.01,172
385955.08,225039.24,2382525.0,2.24,property,657028.44,0
326071.18,142294.29,3599294.25,9.95,property,6887627.36,15
395245.96,167985.28,5942917.39,2.91,house,7185398.84,6
178735.74,141213.67,1904148.55,5.44,house,6060317.98,76
272841.9,117286.22,3470134.94,3.44,property,1932238.07,0
93948.74,82126.57,1486628.22,8.66,house,8900774.47,170
310311.1,184611.79,4796168.73,2.99,car,1334511.39,0
226274.91,140605.39,4912931.84,13.38,property,3590883.85,0
95775.7,52926.6,2045595.85,9.24,property,3738378.64,27
378415.73,137857.32,1875004.04,7.94,car,901303.96,0
303469.25,208792.43,1135137.76,5.63,car,631503.17,0
140266.46,69771.22,2485967.26,10.68,house,5768897.14,31
374547.68,268698.61,6609876.27,12.26,property,1227984.6,0
44836.44,16270.23,990173.36,12.17,house,13010112.49,142
139051.67,123906.48,677483.36,2.11,car,976636.06,19
45088.77,32641.52,341412.22,12.66,house,7913678.99,171
287369.22,150536.82,700027.9,7.87,car,659164.84,0
65007.38,58255.64,639173.17,7.86,property,4021757.57,170
393655.15,300743.96,8537450.61,13.67,property,7590513.64,0
365490.23,149208.23,345417.62,12.32,house,6621491.68,26
84774.02,30685.86,1400035.88,11.45,house,9396031.26,80
89096.79,78974.76,2074807.79,13.25,property,3078716.14,27
149115.13,59796.11,1324028.39,2.48,property,2750784.06,16
169573.99,74560.26,4040867.24,11.07,property,1978488.7,0
261004.65,137134.37,4966074.09,11.01,house,9637969.54,25
323740.71,116408.52,6923242.04,5.85,car,1103475.15,0
116031.99,76355.28,2734743.4,12.66,car,1377139.91,0
364210.33,138839.4,2087396.57,4.29,house,14948078.08,51
148256.77,76159.79,3540715.84,9.19,property,1101831.4,0
229484.16,98308.7,5387821.82,8.74,property,4802394.52,0
135029.98,63435.12,1523530.18,5.44,property,5539279.38,47
284805.31,157036.22,5489766.2,11.95,house,6997133.0,8
150008.9,137369.71,2588975.21,7.73,house,5302155.32,73
51656.33,32023.02,832875.13,11.28,house,13129968.35,177
360411.27,131119.23,1111731.79,10.67,car,463712.18,0
161887.55,71619.65,3113902.07,10.9,car,321219.54,0
25109.94,20946.51,524391.83,8.64,car,1582060.81,94
386944.85,360425.91,5859919.86,4.63,property,1293745.53,0
66351.79,51256.0,317726.31,10.44,car,708264.58,21
292936.67,118625.16,3043982.54,9.6,car,409996.99,0
50176.54,27207.88,637442.99,6.66,car,1858122.78,42
208214.14,161108.69,2344710.08,10.24,property,6987561.7,55
43281.21,19950.76,6558.03,2.46,car,879175.51,37
353707.13,245918.58,1607349.22,1.74,car,714036.73,0
342474.2,275271.08,1871680.76,5.53,property,2725396.22,12
176667.15,129736.76,925417.44,3.51,house,11428482.58,165
221609.32,164634.74,5149167.26,3.52,car,442237.34,0
43857.53,24408.21,771451.36,8.68,house,2579346.76,59
310484.85,242074.42,89411.77,10.42,car,1000475.71,13
313126.72,281402.6,5246069.81,8.48,car,1552242.48,0
296316.59,160437.18,2546752.41,11.35,house,8245881.57,31
310096.74,166858.34,7435604.57,2.66,property,1779147.05,0
282528.55,168341.66,5966831.2,4.54,house,7758922.08,13
361654.04,224697.77,1233236.42,10.51,house,14320060.42,66
351877.47,289580.79,3221429.93,12.18,car,1178720.16,0
25301.06,20868.95,401844.88,2.42,property,7595322.0,659
102457.64,36867.7,1161348.87,3.79,car,347697.48,0
169048.12,89952.75,3875377.17,7.69,car,717881.33,0
250593.5,162756.0,2616843.11,11.92,house,14582848.84,73
42708.96,39585.38,68579.73,4.53,house,9705538.3,655
73761.56,48775.4,874927.06,3.03,house,1675062.51,29
137042.92,61006.22,2073598.69,9.58,house,9756961.26,64
247664.01,165385.58,2027460.26,5.23,property,6980731.52,49
160435.67,149567.5,243060.0,6.26,house,4822483.01,210
378939.17,289118.86,8277360.29,12.64,property,7368034.33,0
389560.59,320251.41,5188907.33,8.08,house,10927448.88,47
362705.21,337056.27,6803726.93,8.01,car,1857830.74,0
251567.1,210811.51,1503963.13,7.89,car,989612.11,0
354676.7,205884.86,1262837.4,4.5,property,4182053.58,19
248987.92,220241.35,5726359.99,3.72,house,6759282.45,22
93409.05,75845.11,1595966.82,5.09,car,1342243.26,0
104866.66,36895.44,896405.53,8.69,property,1595901.47,10
123647.88,67019.79,2923880.25,8.47,property,2000437.55,0
328076.86,151872.37,7273142.58,8.47,house,11401168.89,18
299488.05,139850.69,5741893.99,3.95,house,7210382.9,9
331062.88,118039.94,2073681.6,2.02,car,363406.72,0
264715.55,159584.81,2341980.68,10.86,car,1282707.21,0
165167.39,73365.22,1760575.85,4.4,house,7655233.69,55
95156.66,67934.77,650329.81,8.21,house,14407425.06,203
67087.68,58409.39,889703.57,5.16,house,12729358.6,379
162511.04,59361.89,1693727.56,4.53,car,1018543.02,0
337707.86,125195.19,2292973.59,7.92,property,795361.05,0
214449.18,168056.53,3673072.48,6.95,car,607805.16,0
58856.22,26369.3,1008353.71,1.29,house,14626312.36,338
148500.06,88741.42,2676032.93,6.89,property,966128.39,0
178214.11,146819.42,2970843.19,7.67,car,2091601.13,0
190429.3,79818.34,4165485.64,3.65,car,424331.19,0
279738.34,101974.45,4316267.82,9.76,house,2072330.23,0
103220.34,50536.62,378110.35,12.19,property,2895942.62,37
167259.6,122199.59,1588867.64,7.14,house,8145068.06,91
274463.99,210863.78,3623129.38,0.56,property,770041.91,0
107212.28,69138.95,898991.75,1.13,house,8373506.56,177
335033.94,197103.45,1224261.06,0.1,property,6081904.2,36
126938.52,86795.18,1556407.24,2.24,car,1959177.24,10
117385.73,54873.54,2529694.69,5.5,property,2640362.98,2
30950.64,22037.5,483876.35,7.17,house,4261965.83,180
62823.53,36592.9,160923.15,13.06,car,740313.8,19
236678.65,188955.67,4731280.25,9.44,property,6633952.2,21
157156.56,60131.33,2361563.88,7.94,house,4426881.78,18
29048.76,10382.5,578363.51,12.05,car,1399103.97,30
293578.0,229572.58,3226194.4,5.47,car,2325801.69,0
202466.72,143355.39,3863080.41,9.34,car,470883.08,0
60759.4,21275.66,45496.55,0.7,car,2382931.65,59
373460.58,198706.4,3418696.26,7.95,car,513911.87,0
159858.91,117890.07,3725122.62,10.39,house,2527343.28,0
178645.07,64926.18,3303263.21,12.58,house,3414814.12,1
193632.51,176079.21,4569493.55,12.8,car,2322693.99,0
302819.0,229869.05,220701.31,13.03,house,3856847.41,40
62782.97,49277.44,685958.58,12.41,property,4680836.1,107
122625.4,94633.21,1411835.24,10.24,car,774046.26,0
171064.8,98611.16,152567.22,6.05,house,7067727.41,78
389704.71,271256.46,411843.47,0.88,house,11083673.55,88
293170.92,138265.03,1880640.58,9.4,car,816600.7,0
190235.87,66804.97,2968511.49,12.23,house,9045749.35,34
287119.84,236925.05,4930899.51,10.4,house,6414469.73,16
247258.65,154228.69,2803765.81,2.29,property,7263656.7,44
295955.47,199610.19,2277989.88,8.95,house,3848496.88,14
172676.09,108870.64,1439858.02,4.09,property,6137444.21,62
207914.06,140417.08,1798018.41,6.04,property,2399002.3,8
72303.77,65422.72,1120067.73,6.31,property,6963499.7,234
82424.94,30963.21,1001666.51,12.04,property,1587878.7,10
149826.95,109316.51,2678164.81,11.92,property,1546409.75,0
330178.12,156335.27,5493224.74,1.14,house,13389760.71,44
396391.49,268118.43,4942864.12,8.06,house,14115821.09,49
272562.04,122331.6,1483494.07,9.94,house,8103929.89,36
143685.17,122402.71,1287380.51,13.12,property,5426689.22,76
169263.9,117843.5,3046044.58,9.63,car,796792.6,0
264682.86,117365.86,4408194.62,10.55,property,504470.9,0
321565.72,209888.08,831961.52,2.02,car,1828862.26,9
136491.25,109668.04,992097.94,2.93,property,1224404.19,8
329507.85,119974.92,245924.45,1.7,car,2120844.53,9
278582.98,108706.73,3026075.45,1.67,house,10431398.19,42
24016.01,17016.22,197797.56,5.25,house,7285072.39,367
244082.5,155496.1,3601504.75,0.59,house,14689681.73,120
209998.04,117787.52,1289130.15,6.63,house,11664392.42,83
312519.21,188643.16,4403706.07,12.33,property,4177313.48,0
30384.69,11339.66,355463.23,12.68,house,4904111.14,108
54978.56,27337.19,1096004.25,8.84,car,1300309.63,6
304639.84,150744.08,7194376.36,0.48,house,8960447.84,12
287535.23,178478.7,4235168.0,1.33,property,1462881.16,0
347832.34,284701.1,7809850.48,6.22,property,1859249.57,0
124401.64,85716.46,2392415.67,7.5,property,865361.59,0
242551.2,186504.88,2858799.69,12.63,house,13022993.34,78
35130.27,24966.1,359788.69,9.62,car,738070.78,27
204774.03,72370.32,3812434.34,11.3,car,1999417.87,0
36672.38,16854.87,299308.57,9.56,house,4587889.08,118
188973.24,145597.84,4134682.41,1.42,car,590397.81,0
391942.84,279503.68,222732.04,6.95,property,3724800.96,29
289195.35,256982.94,2556174.29,7.61,house,7894383.04,84
125982.84,86218.74,1276725.91,0.91,house,13350043.85,268
272586.88,173031.42,3317580.12,3.41,car,566223.93,0
81558.22,56458.87,1300966.43,6.25,property,3299876.49,55
119942.54,46788.54,2274105.27,2.6,house,3063972.66,11
35107.19,16551.93,253060.86,10.45,house,1651113.88,54
42797.71,35216.2,115813.27,9.32,property,4478894.74,208
135270.77,113205.01,1037351.09,3.41,house,12316541.43,291
91693.46,58212.12,1053523.47,1.39,house,8965939.35,203
258271.32,223460.4,439589.39,9.34,property,1590519.63,28
308996.85,196711.42,7340778.26,1.02,car,843549.21,0
306297.22,261535.73,2659070.44,3.15,house,6986284.77,76
305900.96,114940.86,2352899.0,5.52,car,1777643.16,0
373696.39,218412.74,5438955.29,12.14,property,7306309.23,9
202159.0,185912.04,2472229.72,5.69,property,1679638.44,0
247611.96,129396.22,4594286.48,6.06,car,1218096.16,0
233440.94,180376.22,4353475.58,10.82,car,1112946.48,0
169441.59,106528.65,3280977.7,12.84,house,12790380.38,67
250012.43,225410.23,5132528.6,6.58,house,6712267.02,28
351040.44,267868.78,5857457.09,12.93,property,4995064.11,0
318610.1,137754.39,2577493.98,9.68,house,8691978.04,28
254219.33,98576.25,3838435.54,13.08,house,9524856.54,26
106580.05,96571.32,829186.85,3.35,car,1066729.07,19
136412.1,115328.4,1694800.61,5.76,house,9569766.87,174
274480.16,127087.52,4038506.02,11.02,property,2712614.74,0
281099.28,159352.98,3661774.14,4.5,house,9353611.85,40
85897.93,67408.88,1806218.42,8.94,car,1615888.74,0
260708.81,144021.61,5551679.0,11.33,house,4816056.48,0
204050.46,104564.49,2782543.35,7.52,car,860396.57,0
47379.09,20119.89,428188.01,7.71,house,1544105.48,34
91792.67,83574.77,2043978.4,6.37,property,4876877.05,110
125294.83,86512.6,598979.51,0.71,house,9979521.8,225
206032.65,85472.13,2161722.03,4.38,car,698430.4,0
157307.27,130687.72,205766.01,11.86,house,2950731.98,68
223384.6,95263.09,514091.74,10.4,house,4266051.99,26
358698.38,247480.51,84848.8,4.73,property,5896789.68,48
127991.48,63280.03,677139.24,8.45,house,14025995.78,122
154349.55,75911.79,85030.79,8.18,car,678053.14,8
387231.89,224580.25,5034429.16,0.24,car,500591.05,0
301373.32,282448.13,1950940.14,6.81,car,841624.5,0
174432.84,86381.71,2552052.34,12.49,car,914835.5,0
21203.98,15960.17,221467.88,12.05,house,7523230.28,239
108228.68,92900.18,1061163.86,6.22,car,1926161.66,38
166100.7,119431.68,1515486.69,7.58,house,4269238.34,43
275858.24,168822.53,5793994.41,4.79,car,1397870.73,0
253942.38,216595.42,3696713.96,5.22,property,1080177.15,0
338037.1,256897.07,1366061.91,5.66,car,991265.92,0
173938.87,86840.61,1213448.25,3.23,property,7082979.25,60
385048.93,293366.97,5205637.7,9.04,car,1294940.78,0
324038.24,189018.61,2684468.77,5.33,house,7389939.96,31
189224.47,114382.92,1986231.81,4.88,house,6449029.17,49
398897.65,254145.05,1613540.9,11.95,property,4378773.45,16
221755.89,103654.77,193158.1,5.34,car,1973562.53,15
54189.55,48744.04,120140.55,9.73,car,850860.46,81
219596.47,110476.17,785431.6,1.98,house,5259931.72,40
368065.89,179414.9,2752529.37,7.29,car,2217982.24,0
255958.97,177524.29,4810599.78,12.21,property,1819579.46,0
228216.65,208866.08,4901666.44,3.31,car,1625795.54,0
49278.04,40097.63,318191.2,10.96,property,1431029.61,68
195764.11,157886.92,3397878.4,2.14,car,840422.39,0
23323.67,20134.02,428978.01,7.19,car,1402008.79,118
360038.51,211084.6,1443045.26,6.57,car,832236.25,0
251408.26,143381.78,4725414.08,6.47,house,3864457.57,0
61752.95,30810.33,948727.05,10.56,car,2462283.86,34
71643.62,37421.0,909403.46,6.86,house,8929262.61,136
295969.28,261422.45,3314525.93,9.06,property,3154516.14,0
250096.52,195328.76,4497795.67,10.52,property,7526525.81,29
83420.3,72138.21,252743.17,0.51,car,1619556.08,118
159650.48,84465.53,2315809.74,5.77,house,5543492.49,35
29072.82,18674.43,523528.07,3.02,property,6127606.28,315
190977.37,134497.33,3477726.22,1.96,house,6850870.42,53
74079.82,65953.43,1606637.92,3.54,house,7795712.15,300
196777.79,173052.3,2188008.29,5.82,car,839805.21,0
75304.24,55274.35,183052.27,5.24,house,7778707.13,219
166891.6,123843.45,1735868.93,8.38,house,12584771.95,125
229610.56,85946.59,5407920.77,11.86,car,1075461.35,0
93522.13,84468.37,372469.62,13.89,car,1937542.97,75
233404.24,90078.21,2854104.61,8.83,house,1825887.94,0
173296.58,143681.36,1914404.43,8.7,house,6467561.67,79
324465.1,227570.97,6880215.32,10.62,house,11809135.24,28
33739.25,27584.7,590030.21,7.93,car,2497017.97,124
78265.4,66120.79,620147.61,10.0,property,5919076.4,153
121500.22,52892.3,2668129.77,1.3,house,5222757.66,36
103690.27,39029.85,30148.32,1.86,house,9185480.86,129
178683.84,151086.71,650322.49,7.66,house,14870754.97,213
100034.07,94493.78,392273.08,0.52,property,4119984.32,575
45113.85,28466.11,1062374.02,12.95,house,3042199.75,53
274378.51,229658.62,2256952.93,10.19,house,12983016.72,105
383154.0,193435.3,5136426.94,12.45,property,2979498.98,0
272677.77,181610.35,4369946.12,11.7,property,4400362.11,1
126006.55,88999.71,2711429.55,3.17,car,1254521.41,0
123431.64,112812.08,890393.26,13.62,house,2192368.7,48
244843.28,203465.81,1513967.53,11.54,property,2177189.09,12
317721.05,279101.32,1896703.3,12.67,car,1834239.79,0
212220.59,126820.27,2036557.27,7.93,house,2595244.23,6
81729.28,52200.84,1821078.46,0.93,house,14002680.82,344
41623.15,24705.62,431716.4,5.8,car,1034328.88,30
160744.44,85966.84,1876929.05,13.97,house,9443713.52,56
174020.72,149600.4,1196431.15,8.55,car,1039444.83,0
247233.22,174563.37,5062536.87,1.41,car,2051627.46,0
23226.15,15659.59,274615.83,1.29,property,5359773.21,492
396898.16,139411.42,1691482.21,1.87,house,10662986.28,34
368871.76,284027.8,5896561.68,1.23,car,2264335.4,0
145453.86,54307.43,2034713.92,13.83,property,501598.36,0
370569.43,305247.53,7978117.84,11.54,house,2951769.36,0
245480.66,176564.68,3099463.32,11.65,house,3371316.05,3
195687.9,168572.85,739202.61,10.87,property,1220901.42,14
250463.76,191208.85,192558.97,11.93,property,1721048.87,23
199610.92,124059.2,4559294.99,4.29,property,5792430.71,14
172415.73,143825.67,972942.33,13.78,house,10494447.42,116
100007.97,62682.2,1687897.56,0.52,car,1592902.81,0
64732.89,26838.56,697437.66,2.09,car,921445.57,6
146436.72,79364.34,840853.9,6.74,house,3155349.8,30
264838.19,242471.87,3509340.56,8.23,property,2073289.09,0
199826.75,73996.18,750697.72,2.68,car,407606.8,0
339626.11,282628.85,3175306.39,11.38,house,10387447.57,62
171046.06,132643.66,1328328.32,1.86,house,11561296.96,214
288806.12,215172.95,6640681.74,10.52,property,1879714.12,0
350286.18,157105.97,2106764.38,1.31,house,3500264.95,8
356003.27,175870.61,5159955.52,13.4,car,1885725.66,0
178790.67,145270.28,2709914.34,9.96,property,3297679.19,11
21040.18,13458.96,416254.16,7.02,car,625172.85,20
278535.17,240839.46,4973874.67,3.83,house,13509416.0,130
397579.81,285254.87,5841794.41,6.09,property,6502095.85,5
192881.95,150730.36,2532724.47,7.54,house,2100934.41,0
146390.05,87014.51,2203027.68,11.09,house,12698962.38,87
178553.15,112153.85,3789759.71,8.01,house,12769829.3,76
104701.83,53274.42,2240233.45,11.93,car,1770550.9,0
240234.22,140990.47,24705.8,3.21,car,2394418.9,24
190714.97,112176.28,1968227.78,13.42,house,8725978.09,51
361807.68,330674.18,141916.05,12.16,property,6459722.91,108
263207.47,140479.74,3791735.04,0.72,property,2100609.15,0
271289.66,141758.15,754434.8,3.29,house,9070188.64,59
144863.21,98077.89,696237.18,9.59,car,1023304.63,7
113326.6,72293.16,270514.96,13.04,property,2436449.14,40
269833.72,203208.14,2691271.78,12.68,car,1904155.94,0
157343.26,127299.45,1090496.43,13.97,property,4615105.01,59
46064.11,43285.9,965379.79,11.94,car,2397888.17,78
45073.26,36608.67,820457.33,3.78,car,549415.67,0
191490.81,80974.46,3520366.02,10.91,house,8395524.57,30
202871.91,145787.73,3824526.68,4.99,car,1077128.36,0
167394.66,77600.83,3796272.7,10.15,property,6532815.02,21
321457.74,129179.25,489384.52,2.04,car,1448590.76,5
282021.33,131563.59,6708363.66,10.6,house,1902152.95,0
344332.37,284280.52,3573356.4,11.3,house,4366859.74,9
92254.6,67575.9,1712533.33,10.47,car,2447501.98,18
302967.48,257736.46,6789837.26,10.93,property,6281292.62,0
167164.73,122952.4,798832.41,0.59,house,4039087.11,72
236956.93,85369.14,3779445.49,5.22,house,7109704.71,20
338257.26,315171.29,6997921.87,1.19,car,1608226.68,0
233336.67,97977.21,760324.56,6.92,property,5944277.6,34
149467.27,108358.97,116513.07,11.69,house,4821507.26,76
224090.98,135661.18,209419.96,1.49,house,10475119.49,109
399393.18,306551.86,7818776.66,13.99,house,6089206.13,0
176571.34,69681.82,2250065.47,1.05,house,11471483.36,82
174610.93,63853.24,1194989.25,2.59,car,2212910.75,9
373935.92,266146.59,7642381.71,5.08,car,2444206.0,0
311839.54,168701.15,925991.03,8.07,property,6502786.91,34
107977.36,55706.49,2180625.83,7.7,property,7347299.07,64
50271.99,39095.94,1128356.07,12.18,property,2729048.01,54
229899.36,121508.17,4940036.03,10.53,car,986162.83,0
353626.42,143494.7,2828444.59,10.38,car,451244.61,0
380613.85,267564.9,975851.56,6.68,house,12428257.8,78
174275.7,72173.59,664228.61,13.16,car,480419.53,0
83984.33,62072.1,1146920.65,12.13,property,6591861.61,97
198719.96,156442.13,604083.65,10.33,property,4322633.4,61
396065.8,139879.31,4971181.48,3.83,property,6321967.34,5
91268.98,61929.5,130050.98,2.95,property,3413308.55,99
333509.64,175300.6,1090260.46,13.63,house,13795074.19,55
129311.85,64580.72,2657017.0,1.75,house,4942490.34,33
249997.25,87716.93,687656.75,8.27,property,2397021.59,10
68712.59,31650.03,1056778.62,1.68,property,2365850.99,34
290205.91,141769.47,1741207.44,0.65,car,1804949.97,1
70525.59,33914.44,1623893.63,8.04,property,2076537.23,10
62094.25,47671.89,616008.45,4.78,house,3449179.95,129
295239.4,242497.39,6156103.87,4.55,house,6612782.63,6
217169.05,111850.48,3456218.06,12.01,car,754919.22,0
154207.71,134464.6,3175865.59,9.27,house,8100332.43,81
124081.03,47071.39,9104.75,6.49,car,2019064.79,25
336802.22,269103.15,4237904.1,2.85,car,2238874.5,0
73465.19,38025.35,751376.58,0.19,property,989712.73,7
192683.04,102491.46,1037324.12,2.81,house,12832817.58,112
386133.11,197616.63,4451499.58,6.13,car,337720.7,0
109079.97,69979.33,572991.55,13.28,property,5314163.74,70
74983.02,38286.74,667350.26,3.57,car,897986.64,6
270151.65,224138.56,4839407.6,0.28,property,7678655.99,60
60705.28,53983.1,367289.42,3.42,property,7485287.19,452
345223.06,239808.58,7659234.85,12.91,property,4227775.21,0
220764.56,97016.7,103688.91,10.76,property,3647946.2,26
149692.58,95595.41,673156.26,10.26,property,6231216.62,69
115443.73,96136.45,1624133.58,8.8,property,6814325.2,110
248597.49,171137.79,573305.17,6.61,car,2258565.55,20
143391.72,123987.65,1228169.55,10.62,property,3000718.88,48
106479.52,98440.43,41990.52,1.07,property,7219439.8,656
107895.68,93861.79,530741.51,5.77,property,1044529.73,29
278765.09,260800.45,2952330.83,1.9,property,2109003.05,0
160933.25,59862.27,45181.67,8.22,car,2480894.28,23
264347.31,233651.55,5666143.26,1.31,car,1645902.88,0
55533.86,27777.48,797453.08,10.45,car,397175.22,0
281818.74,190127.63,4445726.91,9.74,car,2337702.08,0
206028.79,194770.18,3934600.81,12.42,car,495162.41,0
241494.1,218524.78,1609335.76,5.98,house,14117840.17,222
306264.41,209415.06,1207620.32,10.34,property,4787781.68,30
273573.47,127355.77,5399119.15,3.28,car,1911368.5,0
94425.3,44893.81,300562.91,6.45,property,3871002.59,60
255085.56,94099.67,4443042.62,10.14,house,9966262.64,26
354463.22,187779.08,5842345.66,2.16,car,2133963.27,0
80446.17,46405.51,330875.39,0.49,car,1805767.21,43
359302.15,149151.59,6591764.9,2.96,car,1213116.25,0
185155.01,142534.65,738498.25,9.99,property,4662479.99,62
277313.86,255123.24,6203304.85,12.59,property,7883056.43,18
356827.52,158587.81,8540032.82,7.46,property,2116906.89,0
190642.26,86414.51,3828203.43,6.23,house,5013087.02,10
101375.9,80091.89,1877829.26,0.28,house,5489711.95,164
313572.07,197212.07,685027.64,8.14,property,1450842.08,7
40441.03,32037.47,517848.63,12.0,property,4094912.57,130
365546.53,255296.75,6471158.57,1.89,property,1848444.46,0
352803.65,292603.26,2036237.98,0.71,property,4577528.84,41
48185.71,32448.34,96642.67,7.35,car,871248.08,42
